description	enabled	firstLadderSeason	lastLadderSeason	min diff	version	op	param	value	class	numinputs	input 1	input 2	input 3	input 4	input 5	input 6	input 7	output	lvl	plvl	ilvl	mod 1	mod 1 chance	mod 1 param	mod 1 min	mod 1 max	mod 2	mod 2 chance	mod 2 param	mod 2 min	mod 2 max	mod 3	mod 3 chance	mod 3 param	mod 3 min	mod 3 max	mod 4	mod 4 chance	mod 4 param	mod 4 min	mod 4 max	mod 5	mod 5 chance	mod 5 param	mod 5 min	mod 5 max	output b	b lvl	b plvl	b ilvl	b mod 1	b mod 1 chance	b mod 1 param	b mod 1 min	b mod 1 max	b mod 2	b mod 2 chance	b mod 2 param	b mod 2 min	b mod 2 max	b mod 3	b mod 3 chance	b mod 3 param	b mod 3 min	b mod 3 max	b mod 4	b mod 4 chance	b mod 4 param	b mod 4 min	b mod 4 max	b mod 5	b mod 5 chance	b mod 5 param	b mod 5 min	b mod 5 max	output c	c lvl	c plvl	c ilvl	c mod 1	c mod 1 chance	c mod 1 param	c mod 1 min	c mod 1 max	c mod 2	c mod 2 chance	c mod 2 param	c mod 2 min	c mod 2 max	c mod 3	c mod 3 chance	c mod 3 param	c mod 3 min	c mod 3 max	c mod 4	c mod 4 chance	c mod 4 param	c mod 4 min	c mod 4 max	c mod 5	c mod 5 chance	c mod 5 param	c mod 5 min	c mod 5 max	*eol
R09	1				100	18	70	21		1	a09							"useitem,qty=19"																													r09	255																												r09	255																												0
R09	1				100	18	70	22		1	a09							"useitem,qty=20"																													r09	255																												r09	255																												0
R09	1				100	18	70	23		1	a09							"useitem,qty=21"																													r09	255																												r09	255																												0
R09	1				100	18	70	24		1	a09							"useitem,qty=22"																													r09	255																												r09	255																												0
R09	1				100	18	70	25		1	a09							"useitem,qty=23"																													r09	255																												r09	255																												0
R09	1				100	18	70	26		1	a09							"useitem,qty=24"																													r09	255																												r09	255																												0
R09	1				100	18	70	27		1	a09							"useitem,qty=25"																													r09	255																												r09	255																												0
R09	1				100	18	70	28		1	a09							"useitem,qty=26"																													r09	255																												r09	255																												0
R09	1				100	18	70	29		1	a09							"useitem,qty=27"																													r09	255																												r09	255																												0
R09	1				100	18	70	30		1	a09							"useitem,qty=28"																													r09	255																												r09	255																												0
R09	1				100	18	70	31		1	a09							"useitem,qty=29"																													r09	255																												r09	255																												0
R09	1				100	18	70	32		1	a09							"useitem,qty=30"																													r09	255																												r09	255																												0
R09	1				100	18	70	33		1	a09							"useitem,qty=31"																													r09	255																												r09	255																												0
R09	1				100	18	70	34		1	a09							"useitem,qty=32"																													r09	255																												r09	255																												0
R09	1				100	18	70	35		1	a09							"useitem,qty=33"																													r09	255																												r09	255																												0
R09	1				100	18	70	36		1	a09							"useitem,qty=34"																													r09	255																												r09	255																												0
R09	1				100	18	70	37		1	a09							"useitem,qty=35"																													r09	255																												r09	255																												0
R09	1				100	18	70	38		1	a09							"useitem,qty=36"																													r09	255																												r09	255																												0
R09	1				100	18	70	39		1	a09							"useitem,qty=37"																													r09	255																												r09	255																												0
R09	1				100	18	70	40		1	a09							"useitem,qty=38"																													r09	255																												r09	255																												0
R09	1				100	18	70	41		1	a09							"useitem,qty=39"																													r09	255																												r09	255																												0
R09	1				100	18	70	42		1	a09							"useitem,qty=40"																													r09	255																												r09	255																												0
R09	1				100	18	70	43		1	a09							"useitem,qty=41"																													r09	255																												r09	255																												0
R09	1				100	18	70	44		1	a09							"useitem,qty=42"																													r09	255																												r09	255																												0
R09	1				100	18	70	45		1	a09							"useitem,qty=43"																													r09	255																												r09	255																												0
R09	1				100	18	70	46		1	a09							"useitem,qty=44"																													r09	255																												r09	255																												0
R09	1				100	18	70	47		1	a09							"useitem,qty=45"																													r09	255																												r09	255																												0
R09	1				100	18	70	48		1	a09							"useitem,qty=46"																													r09	255																												r09	255																												0
R09	1				100	18	70	49		1	a09							"useitem,qty=47"																													r09	255																												r09	255																												0
R09	1				100	18	70	50		1	a09							"useitem,qty=48"																													r09	255																												r09	255																												0
R10	1				100	18	70	1		1	a10							r10																																																																																							0
R10	1				100	18	70	2		1	a10							r10																													r10	255																																																									0
R10	1				100	18	70	3		1	a10							"useitem,qty=1"																													r10	255																												r10	255																												0
R10	1				100	18	70	4		1	a10							"useitem,qty=2"																													r10	255																												r10	255																												0
R10	1				100	18	70	5		1	a10							"useitem,qty=3"																													r10	255																												r10	255																												0
R10	1				100	18	70	6		1	a10							"useitem,qty=4"																													r10	255																												r10	255																												0
R10	1				100	18	70	7		1	a10							"useitem,qty=5"																													r10	255																												r10	255																												0
R10	1				100	18	70	8		1	a10							"useitem,qty=6"																													r10	255																												r10	255																												0
R10	1				100	18	70	9		1	a10							"useitem,qty=7"																													r10	255																												r10	255																												0
R10	1				100	18	70	10		1	a10							"useitem,qty=8"																													r10	255																												r10	255																												0
R10	1				100	18	70	11		1	a10							"useitem,qty=9"																													r10	255																												r10	255																												0
R10	1				100	18	70	12		1	a10							"useitem,qty=10"																													r10	255																												r10	255																												0
R10	1				100	18	70	13		1	a10							"useitem,qty=11"																													r10	255																												r10	255																												0
R10	1				100	18	70	14		1	a10							"useitem,qty=12"																													r10	255																												r10	255																												0
R10	1				100	18	70	15		1	a10							"useitem,qty=13"																													r10	255																												r10	255																												0
R10	1				100	18	70	16		1	a10							"useitem,qty=14"																													r10	255																												r10	255																												0
R10	1				100	18	70	17		1	a10							"useitem,qty=15"																													r10	255																												r10	255																												0
R10	1				100	18	70	18		1	a10							"useitem,qty=16"																													r10	255																												r10	255																												0
R10	1				100	18	70	19		1	a10							"useitem,qty=17"																													r10	255																												r10	255																												0
R10	1				100	18	70	20		1	a10							"useitem,qty=18"																													r10	255																												r10	255																												0
R10	1				100	18	70	21		1	a10							"useitem,qty=19"																													r10	255																												r10	255																												0
R10	1				100	18	70	22		1	a10							"useitem,qty=20"																													r10	255																												r10	255																												0
R10	1				100	18	70	23		1	a10							"useitem,qty=21"																													r10	255																												r10	255																												0
R10	1				100	18	70	24		1	a10							"useitem,qty=22"																													r10	255																												r10	255																												0
R10	1				100	18	70	25		1	a10							"useitem,qty=23"																													r10	255																												r10	255																												0
R10	1				100	18	70	26		1	a10							"useitem,qty=24"																													r10	255																												r10	255																												0
R10	1				100	18	70	27		1	a10							"useitem,qty=25"																													r10	255																												r10	255																												0
R10	1				100	18	70	28		1	a10							"useitem,qty=26"																													r10	255																												r10	255																												0
R10	1				100	18	70	29		1	a10							"useitem,qty=27"																													r10	255																												r10	255																												0
R10	1				100	18	70	30		1	a10							"useitem,qty=28"																													r10	255																												r10	255																												0
R10	1				100	18	70	31		1	a10							"useitem,qty=29"																													r10	255																												r10	255																												0
R10	1				100	18	70	32		1	a10							"useitem,qty=30"																													r10	255																												r10	255																												0
R10	1				100	18	70	33		1	a10							"useitem,qty=31"																													r10	255																												r10	255																												0
R10	1				100	18	70	34		1	a10							"useitem,qty=32"																													r10	255																												r10	255																												0
R10	1				100	18	70	35		1	a10							"useitem,qty=33"																													r10	255																												r10	255																												0
R10	1				100	18	70	36		1	a10							"useitem,qty=34"																													r10	255																												r10	255																												0
R10	1				100	18	70	37		1	a10							"useitem,qty=35"																													r10	255																												r10	255																												0
R10	1				100	18	70	38		1	a10							"useitem,qty=36"																													r10	255																												r10	255																												0
R10	1				100	18	70	39		1	a10							"useitem,qty=37"																													r10	255																												r10	255																												0
R10	1				100	18	70	40		1	a10							"useitem,qty=38"																													r10	255																												r10	255																												0
R10	1				100	18	70	41		1	a10							"useitem,qty=39"																													r10	255																												r10	255																												0
R10	1				100	18	70	42		1	a10							"useitem,qty=40"																													r10	255																												r10	255																												0
R10	1				100	18	70	43		1	a10							"useitem,qty=41"																													r10	255																												r10	255																												0
R10	1				100	18	70	44		1	a10							"useitem,qty=42"																													r10	255																												r10	255																												0
R10	1				100	18	70	45		1	a10							"useitem,qty=43"																													r10	255																												r10	255																												0
R10	1				100	18	70	46		1	a10							"useitem,qty=44"																													r10	255																												r10	255																												0
R10	1				100	18	70	47		1	a10							"useitem,qty=45"																													r10	255																												r10	255																												0
R10	1				100	18	70	48		1	a10							"useitem,qty=46"																													r10	255																												r10	255																												0
R10	1				100	18	70	49		1	a10							"useitem,qty=47"																													r10	255																												r10	255																												0
R10	1				100	18	70	50		1	a10							"useitem,qty=48"																													r10	255																												r10	255																												0
r11	1				100	18	70	1		1	a11							r11																																																																																							0
r11	1				100	18	70	2		1	a11							r11																													r11	255																																																									0
r11	1				100	18	70	3		1	a11							"useitem,qty=1"																													r11	255																												r11	255																												0
r11	1				100	18	70	4		1	a11							"useitem,qty=2"																													r11	255																												r11	255																												0
r11	1				100	18	70	5		1	a11							"useitem,qty=3"																													r11	255																												r11	255																												0
r11	1				100	18	70	6		1	a11							"useitem,qty=4"																													r11	255																												r11	255																												0
r11	1				100	18	70	7		1	a11							"useitem,qty=5"																													r11	255																												r11	255																												0
r11	1				100	18	70	8		1	a11							"useitem,qty=6"																													r11	255																												r11	255																												0
r11	1				100	18	70	9		1	a11							"useitem,qty=7"																													r11	255																												r11	255																												0
r11	1				100	18	70	10		1	a11							"useitem,qty=8"																													r11	255																												r11	255																												0
r11	1				100	18	70	11		1	a11							"useitem,qty=9"																													r11	255																												r11	255																												0
r11	1				100	18	70	12		1	a11							"useitem,qty=10"																													r11	255																												r11	255																												0
r11	1				100	18	70	13		1	a11							"useitem,qty=11"																													r11	255																												r11	255																												0
r11	1				100	18	70	14		1	a11							"useitem,qty=12"																													r11	255																												r11	255																												0
r11	1				100	18	70	15		1	a11							"useitem,qty=13"																													r11	255																												r11	255																												0
r11	1				100	18	70	16		1	a11							"useitem,qty=14"																													r11	255																												r11	255																												0
r11	1				100	18	70	17		1	a11							"useitem,qty=15"																													r11	255																												r11	255																												0
r11	1				100	18	70	18		1	a11							"useitem,qty=16"																													r11	255																												r11	255																												0
r11	1				100	18	70	19		1	a11							"useitem,qty=17"																													r11	255																												r11	255																												0
r11	1				100	18	70	20		1	a11							"useitem,qty=18"																													r11	255																												r11	255																												0
r11	1				100	18	70	21		1	a11							"useitem,qty=19"																													r11	255																												r11	255																												0
r11	1				100	18	70	22		1	a11							"useitem,qty=20"																													r11	255																												r11	255																												0
r11	1				100	18	70	23		1	a11							"useitem,qty=21"																													r11	255																												r11	255																												0
r11	1				100	18	70	24		1	a11							"useitem,qty=22"																													r11	255																												r11	255																												0
r11	1				100	18	70	25		1	a11							"useitem,qty=23"																													r11	255																												r11	255																												0
r11	1				100	18	70	26		1	a11							"useitem,qty=24"																													r11	255																												r11	255																												0
r11	1				100	18	70	27		1	a11							"useitem,qty=25"																													r11	255																												r11	255																												0
r11	1				100	18	70	28		1	a11							"useitem,qty=26"																													r11	255																												r11	255																												0
r11	1				100	18	70	29		1	a11							"useitem,qty=27"																													r11	255																												r11	255																												0
r11	1				100	18	70	30		1	a11							"useitem,qty=28"																													r11	255																												r11	255																												0
r11	1				100	18	70	31		1	a11							"useitem,qty=29"																													r11	255																												r11	255																												0
r11	1				100	18	70	32		1	a11							"useitem,qty=30"																													r11	255																												r11	255																												0
r11	1				100	18	70	33		1	a11							"useitem,qty=31"																													r11	255																												r11	255																												0
r11	1				100	18	70	34		1	a11							"useitem,qty=32"																													r11	255																												r11	255																												0
r11	1				100	18	70	35		1	a11							"useitem,qty=33"																													r11	255																												r11	255																												0
r11	1				100	18	70	36		1	a11							"useitem,qty=34"																													r11	255																												r11	255																												0
r11	1				100	18	70	37		1	a11							"useitem,qty=35"																													r11	255																												r11	255																												0
r11	1				100	18	70	38		1	a11							"useitem,qty=36"																													r11	255																												r11	255																												0
r11	1				100	18	70	39		1	a11							"useitem,qty=37"																													r11	255																												r11	255																												0
r11	1				100	18	70	40		1	a11							"useitem,qty=38"																													r11	255																												r11	255																												0
r11	1				100	18	70	41		1	a11							"useitem,qty=39"																													r11	255																												r11	255																												0
r11	1				100	18	70	42		1	a11							"useitem,qty=40"																													r11	255																												r11	255																												0
r11	1				100	18	70	43		1	a11							"useitem,qty=41"																													r11	255																												r11	255																												0
r11	1				100	18	70	44		1	a11							"useitem,qty=42"																													r11	255																												r11	255																												0
r11	1				100	18	70	45		1	a11							"useitem,qty=43"																													r11	255																												r11	255																												0
r11	1				100	18	70	46		1	a11							"useitem,qty=44"																													r11	255																												r11	255																												0
r11	1				100	18	70	47		1	a11							"useitem,qty=45"																													r11	255																												r11	255																												0
r11	1				100	18	70	48		1	a11							"useitem,qty=46"																													r11	255																												r11	255																												0
r11	1				100	18	70	49		1	a11							"useitem,qty=47"																													r11	255																												r11	255																												0
r11	1				100	18	70	50		1	a11							"useitem,qty=48"																													r11	255																												r11	255																												0
r12	1				100	18	70	1		1	a12							r12																																																																																							0
r12	1				100	18	70	2		1	a12							r12																													r12	255																																																									0
r12	1				100	18	70	3		1	a12							"useitem,qty=1"																													r12	255																												r12	255																												0
r12	1				100	18	70	4		1	a12							"useitem,qty=2"																													r12	255																												r12	255																												0
r12	1				100	18	70	5		1	a12							"useitem,qty=3"																													r12	255																												r12	255																												0
r12	1				100	18	70	6		1	a12							"useitem,qty=4"																													r12	255																												r12	255																												0
r12	1				100	18	70	7		1	a12							"useitem,qty=5"																													r12	255																												r12	255																												0
r12	1				100	18	70	8		1	a12							"useitem,qty=6"																													r12	255																												r12	255																												0
r12	1				100	18	70	9		1	a12							"useitem,qty=7"																													r12	255																												r12	255																												0
r12	1				100	18	70	10		1	a12							"useitem,qty=8"																													r12	255																												r12	255																												0
r12	1				100	18	70	11		1	a12							"useitem,qty=9"																													r12	255																												r12	255																												0
r12	1				100	18	70	12		1	a12							"useitem,qty=10"																													r12	255																												r12	255																												0
r12	1				100	18	70	13		1	a12							"useitem,qty=11"																													r12	255																												r12	255																												0
r12	1				100	18	70	14		1	a12							"useitem,qty=12"																													r12	255																												r12	255																												0
r12	1				100	18	70	15		1	a12							"useitem,qty=13"																													r12	255																												r12	255																												0
r12	1				100	18	70	16		1	a12							"useitem,qty=14"																													r12	255																												r12	255																												0
r12	1				100	18	70	17		1	a12							"useitem,qty=15"																													r12	255																												r12	255																												0
r12	1				100	18	70	18		1	a12							"useitem,qty=16"																													r12	255																												r12	255																												0
r12	1				100	18	70	19		1	a12							"useitem,qty=17"																													r12	255																												r12	255																												0
r12	1				100	18	70	20		1	a12							"useitem,qty=18"																													r12	255																												r12	255																												0
r12	1				100	18	70	21		1	a12							"useitem,qty=19"																													r12	255																												r12	255																												0
r12	1				100	18	70	22		1	a12							"useitem,qty=20"																													r12	255																												r12	255																												0
r12	1				100	18	70	23		1	a12							"useitem,qty=21"																													r12	255																												r12	255																												0
r12	1				100	18	70	24		1	a12							"useitem,qty=22"																													r12	255																												r12	255																												0
r12	1				100	18	70	25		1	a12							"useitem,qty=23"																													r12	255																												r12	255																												0
r12	1				100	18	70	26		1	a12							"useitem,qty=24"																													r12	255																												r12	255																												0
r12	1				100	18	70	27		1	a12							"useitem,qty=25"																													r12	255																												r12	255																												0
r12	1				100	18	70	28		1	a12							"useitem,qty=26"																													r12	255																												r12	255																												0
r12	1				100	18	70	29		1	a12							"useitem,qty=27"																													r12	255																												r12	255																												0
r12	1				100	18	70	30		1	a12							"useitem,qty=28"																													r12	255																												r12	255																												0
r12	1				100	18	70	31		1	a12							"useitem,qty=29"																													r12	255																												r12	255																												0
r12	1				100	18	70	32		1	a12							"useitem,qty=30"																													r12	255																												r12	255																												0
r12	1				100	18	70	33		1	a12							"useitem,qty=31"																													r12	255																												r12	255																												0
r12	1				100	18	70	34		1	a12							"useitem,qty=32"																													r12	255																												r12	255																												0
r12	1				100	18	70	35		1	a12							"useitem,qty=33"																													r12	255																												r12	255																												0
r12	1				100	18	70	36		1	a12							"useitem,qty=34"																													r12	255																												r12	255																												0
r12	1				100	18	70	37		1	a12							"useitem,qty=35"																													r12	255																												r12	255																												0
r12	1				100	18	70	38		1	a12							"useitem,qty=36"																													r12	255																												r12	255																												0
r12	1				100	18	70	39		1	a12							"useitem,qty=37"																													r12	255																												r12	255																												0
r12	1				100	18	70	40		1	a12							"useitem,qty=38"																													r12	255																												r12	255																												0
r12	1				100	18	70	41		1	a12							"useitem,qty=39"																													r12	255																												r12	255																												0
r12	1				100	18	70	42		1	a12							"useitem,qty=40"																													r12	255																												r12	255																												0
r12	1				100	18	70	43		1	a12							"useitem,qty=41"																													r12	255																												r12	255																												0
r12	1				100	18	70	44		1	a12							"useitem,qty=42"																													r12	255																												r12	255																												0
r12	1				100	18	70	45		1	a12							"useitem,qty=43"																													r12	255																												r12	255																												0
r12	1				100	18	70	46		1	a12							"useitem,qty=44"																													r12	255																												r12	255																												0
r12	1				100	18	70	47		1	a12							"useitem,qty=45"																													r12	255																												r12	255																												0
r12	1				100	18	70	48		1	a12							"useitem,qty=46"																													r12	255																												r12	255																												0
r12	1				100	18	70	49		1	a12							"useitem,qty=47"																													r12	255																												r12	255																												0
r12	1				100	18	70	50		1	a12							"useitem,qty=48"																													r12	255																												r12	255																												0
r13	1				100	18	70	1		1	a13							r13																																																																																							0
r13	1				100	18	70	2		1	a13							r13																													r13	255																																																									0
r13	1				100	18	70	3		1	a13							"useitem,qty=1"																													r13	255																												r13	255																												0
r13	1				100	18	70	4		1	a13							"useitem,qty=2"																													r13	255																												r13	255																												0
r13	1				100	18	70	5		1	a13							"useitem,qty=3"																													r13	255																												r13	255																												0
r13	1				100	18	70	6		1	a13							"useitem,qty=4"																													r13	255																												r13	255																												0
r13	1				100	18	70	7		1	a13							"useitem,qty=5"																													r13	255																												r13	255																												0
r13	1				100	18	70	8		1	a13							"useitem,qty=6"																													r13	255																												r13	255																												0
r13	1				100	18	70	9		1	a13							"useitem,qty=7"																													r13	255																												r13	255																												0
r13	1				100	18	70	10		1	a13							"useitem,qty=8"																													r13	255																												r13	255																												0
r13	1				100	18	70	11		1	a13							"useitem,qty=9"																													r13	255																												r13	255																												0
r13	1				100	18	70	12		1	a13							"useitem,qty=10"																													r13	255																												r13	255																												0
r13	1				100	18	70	13		1	a13							"useitem,qty=11"																													r13	255																												r13	255																												0
r13	1				100	18	70	14		1	a13							"useitem,qty=12"																													r13	255																												r13	255																												0
r13	1				100	18	70	15		1	a13							"useitem,qty=13"																													r13	255																												r13	255																												0
r13	1				100	18	70	16		1	a13							"useitem,qty=14"																													r13	255																												r13	255																												0
r13	1				100	18	70	17		1	a13							"useitem,qty=15"																													r13	255																												r13	255																												0
r13	1				100	18	70	18		1	a13							"useitem,qty=16"																													r13	255																												r13	255																												0
r13	1				100	18	70	19		1	a13							"useitem,qty=17"																													r13	255																												r13	255																												0
r13	1				100	18	70	20		1	a13							"useitem,qty=18"																													r13	255																												r13	255																												0
r13	1				100	18	70	21		1	a13							"useitem,qty=19"																													r13	255																												r13	255																												0
r13	1				100	18	70	22		1	a13							"useitem,qty=20"																													r13	255																												r13	255																												0
r13	1				100	18	70	23		1	a13							"useitem,qty=21"																													r13	255																												r13	255																												0
r13	1				100	18	70	24		1	a13							"useitem,qty=22"																													r13	255																												r13	255																												0
r13	1				100	18	70	25		1	a13							"useitem,qty=23"																													r13	255																												r13	255																												0
r13	1				100	18	70	26		1	a13							"useitem,qty=24"																													r13	255																												r13	255																												0
r13	1				100	18	70	27		1	a13							"useitem,qty=25"																													r13	255																												r13	255																												0
r13	1				100	18	70	28		1	a13							"useitem,qty=26"																													r13	255																												r13	255																												0
r13	1				100	18	70	29		1	a13							"useitem,qty=27"																													r13	255																												r13	255																												0
r13	1				100	18	70	30		1	a13							"useitem,qty=28"																													r13	255																												r13	255																												0
r13	1				100	18	70	31		1	a13							"useitem,qty=29"																													r13	255																												r13	255																												0
r13	1				100	18	70	32		1	a13							"useitem,qty=30"																													r13	255																												r13	255																												0
r13	1				100	18	70	33		1	a13							"useitem,qty=31"																													r13	255																												r13	255																												0
r13	1				100	18	70	34		1	a13							"useitem,qty=32"																													r13	255																												r13	255																												0
r13	1				100	18	70	35		1	a13							"useitem,qty=33"																													r13	255																												r13	255																												0
r13	1				100	18	70	36		1	a13							"useitem,qty=34"																													r13	255																												r13	255																												0
r13	1				100	18	70	37		1	a13							"useitem,qty=35"																													r13	255																												r13	255																												0
r13	1				100	18	70	38		1	a13							"useitem,qty=36"																													r13	255																												r13	255																												0
r13	1				100	18	70	39		1	a13							"useitem,qty=37"																													r13	255																												r13	255																												0
r13	1				100	18	70	40		1	a13							"useitem,qty=38"																													r13	255																												r13	255																												0
r13	1				100	18	70	41		1	a13							"useitem,qty=39"																													r13	255																												r13	255																												0
r13	1				100	18	70	42		1	a13							"useitem,qty=40"																													r13	255																												r13	255																												0
r13	1				100	18	70	43		1	a13							"useitem,qty=41"																													r13	255																												r13	255																												0
r13	1				100	18	70	44		1	a13							"useitem,qty=42"																													r13	255																												r13	255																												0
r13	1				100	18	70	45		1	a13							"useitem,qty=43"																													r13	255																												r13	255																												0
r13	1				100	18	70	46		1	a13							"useitem,qty=44"																													r13	255																												r13	255																												0
r13	1				100	18	70	47		1	a13							"useitem,qty=45"																													r13	255																												r13	255																												0
r13	1				100	18	70	48		1	a13							"useitem,qty=46"																													r13	255																												r13	255																												0
r13	1				100	18	70	49		1	a13							"useitem,qty=47"																													r13	255																												r13	255																												0
r13	1				100	18	70	50		1	a13							"useitem,qty=48"																													r13	255																												r13	255																												0
r14	1				100	18	70	1		1	a14							r14																																																																																							0
r14	1				100	18	70	2		1	a14							r14																													r14	255																																																									0
r14	1				100	18	70	3		1	a14							"useitem,qty=1"																													r14	255																												r14	255																												0
r14	1				100	18	70	4		1	a14							"useitem,qty=2"																													r14	255																												r14	255																												0
r14	1				100	18	70	5		1	a14							"useitem,qty=3"																													r14	255																												r14	255																												0
r14	1				100	18	70	6		1	a14							"useitem,qty=4"																													r14	255																												r14	255																												0
r14	1				100	18	70	7		1	a14							"useitem,qty=5"																													r14	255																												r14	255																												0
r14	1				100	18	70	8		1	a14							"useitem,qty=6"																													r14	255																												r14	255																												0
r14	1				100	18	70	9		1	a14							"useitem,qty=7"																													r14	255																												r14	255																												0
r14	1				100	18	70	10		1	a14							"useitem,qty=8"																													r14	255																												r14	255																												0
r14	1				100	18	70	11		1	a14							"useitem,qty=9"																													r14	255																												r14	255																												0
r14	1				100	18	70	12		1	a14							"useitem,qty=10"																													r14	255																												r14	255																												0
r14	1				100	18	70	13		1	a14							"useitem,qty=11"																													r14	255																												r14	255																												0
r14	1				100	18	70	14		1	a14							"useitem,qty=12"																													r14	255																												r14	255																												0
r14	1				100	18	70	15		1	a14							"useitem,qty=13"																													r14	255																												r14	255																												0
r14	1				100	18	70	16		1	a14							"useitem,qty=14"																													r14	255																												r14	255																												0
r14	1				100	18	70	17		1	a14							"useitem,qty=15"																													r14	255																												r14	255																												0
r14	1				100	18	70	18		1	a14							"useitem,qty=16"																													r14	255																												r14	255																												0
r14	1				100	18	70	19		1	a14							"useitem,qty=17"																													r14	255																												r14	255																												0
r14	1				100	18	70	20		1	a14							"useitem,qty=18"																													r14	255																												r14	255																												0
r14	1				100	18	70	21		1	a14							"useitem,qty=19"																													r14	255																												r14	255																												0
r14	1				100	18	70	22		1	a14							"useitem,qty=20"																													r14	255																												r14	255																												0
r14	1				100	18	70	23		1	a14							"useitem,qty=21"																													r14	255																												r14	255																												0
r14	1				100	18	70	24		1	a14							"useitem,qty=22"																													r14	255																												r14	255																												0
r14	1				100	18	70	25		1	a14							"useitem,qty=23"																													r14	255																												r14	255																												0
r14	1				100	18	70	26		1	a14							"useitem,qty=24"																													r14	255																												r14	255																												0
r14	1				100	18	70	27		1	a14							"useitem,qty=25"																													r14	255																												r14	255																												0
r14	1				100	18	70	28		1	a14							"useitem,qty=26"																													r14	255																												r14	255																												0
r14	1				100	18	70	29		1	a14							"useitem,qty=27"																													r14	255																												r14	255																												0
r14	1				100	18	70	30		1	a14							"useitem,qty=28"																													r14	255																												r14	255																												0
r14	1				100	18	70	31		1	a14							"useitem,qty=29"																													r14	255																												r14	255																												0
r14	1				100	18	70	32		1	a14							"useitem,qty=30"																													r14	255																												r14	255																												0
r14	1				100	18	70	33		1	a14							"useitem,qty=31"																													r14	255																												r14	255																												0
r14	1				100	18	70	34		1	a14							"useitem,qty=32"																													r14	255																												r14	255																												0
r14	1				100	18	70	35		1	a14							"useitem,qty=33"																													r14	255																												r14	255																												0
r14	1				100	18	70	36		1	a14							"useitem,qty=34"																													r14	255																												r14	255																												0
r14	1				100	18	70	37		1	a14							"useitem,qty=35"																													r14	255																												r14	255																												0
r14	1				100	18	70	38		1	a14							"useitem,qty=36"																													r14	255																												r14	255																												0
r14	1				100	18	70	39		1	a14							"useitem,qty=37"																													r14	255																												r14	255																												0
r14	1				100	18	70	40		1	a14							"useitem,qty=38"																													r14	255																												r14	255																												0
r14	1				100	18	70	41		1	a14							"useitem,qty=39"																													r14	255																												r14	255																												0
r14	1				100	18	70	42		1	a14							"useitem,qty=40"																													r14	255																												r14	255																												0
r14	1				100	18	70	43		1	a14							"useitem,qty=41"																													r14	255																												r14	255																												0
r14	1				100	18	70	44		1	a14							"useitem,qty=42"																													r14	255																												r14	255																												0
r14	1				100	18	70	45		1	a14							"useitem,qty=43"																													r14	255																												r14	255																												0
r14	1				100	18	70	46		1	a14							"useitem,qty=44"																													r14	255																												r14	255																												0
r14	1				100	18	70	47		1	a14							"useitem,qty=45"																													r14	255																												r14	255																												0
r14	1				100	18	70	48		1	a14							"useitem,qty=46"																													r14	255																												r14	255																												0
r14	1				100	18	70	49		1	a14							"useitem,qty=47"																													r14	255																												r14	255																												0
r14	1				100	18	70	50		1	a14							"useitem,qty=48"																													r14	255																												r14	255																												0
r15	1				100	18	70	1		1	a15							r15																																																																																							0
r15	1				100	18	70	2		1	a15							r15																													r15	255																																																									0
r15	1				100	18	70	3		1	a15							"useitem,qty=1"																													r15	255																												r15	255																												0
r15	1				100	18	70	4		1	a15							"useitem,qty=2"																													r15	255																												r15	255																												0
r15	1				100	18	70	5		1	a15							"useitem,qty=3"																													r15	255																												r15	255																												0
r15	1				100	18	70	6		1	a15							"useitem,qty=4"																													r15	255																												r15	255																												0
r15	1				100	18	70	7		1	a15							"useitem,qty=5"																													r15	255																												r15	255																												0
r15	1				100	18	70	8		1	a15							"useitem,qty=6"																													r15	255																												r15	255																												0
r15	1				100	18	70	9		1	a15							"useitem,qty=7"																													r15	255																												r15	255																												0
r15	1				100	18	70	10		1	a15							"useitem,qty=8"																													r15	255																												r15	255																												0
r15	1				100	18	70	11		1	a15							"useitem,qty=9"																													r15	255																												r15	255																												0
r15	1				100	18	70	12		1	a15							"useitem,qty=10"																													r15	255																												r15	255																												0
r15	1				100	18	70	13		1	a15							"useitem,qty=11"																													r15	255																												r15	255																												0
r15	1				100	18	70	14		1	a15							"useitem,qty=12"																													r15	255																												r15	255																												0
r15	1				100	18	70	15		1	a15							"useitem,qty=13"																													r15	255																												r15	255																												0
r15	1				100	18	70	16		1	a15							"useitem,qty=14"																													r15	255																												r15	255																												0
r15	1				100	18	70	17		1	a15							"useitem,qty=15"																													r15	255																												r15	255																												0
